project_contract_address,dex,percentage
0x36696169c63e42cd08ce11f5deebbcebae652050,bnb_pancakeswap_3,7.7
0xe34d6bfae22b2be54e445940f1afbc914b1f702e,bnb_pancakeswap_3,7.7
0xc18caa1658b91076425c8d287ca1b8e238344bfe,bnb_pancakeswap_3,7.7
0xcec31052610aaf0693d6b4d34e055687af3aeee6,bnb_pancakeswap_3,7.7
0x8c7a325bc654757de55711a608ee228709b0d40a,bnb_pancakeswap_3,7.7
0x172fcd41e0913e95784454622d1c3724f546f849,bnb_pancakeswap_3,7.7
0x0074fc89aac21f5deb884e737b513cd0586e655e,bnb_pancakeswap_3,7.7
0x2b30ba2617a048c82a091a1465ccc56a312bbf65,bnb_pancakeswap_3,7.7
0xf2688fb5b81049dfb7703ada5e770543770612c4,bnb_pancakeswap_3,7.7
0x62edaf2a56c9fb55be5f9b1399ac067f6a37013b,bnb_pancakeswap_3,7.7
0x6bbc40579ad1bbd243895ca0acb086bb6300d636,bnb_pancakeswap_3,7.7
0xd15cb1c3c5e1a761f4ac1486453b0fdfc493a1e2,bnb_pancakeswap_3,7.7
0x409815147c5a3c3c5cc1ef4379ca70628fe790ca,bnb_pancakeswap_3,7.7
0x1e213600fa9317feac4ef4087acdf5d0e25d7187,bnb_pancakeswap_3,7.7
0x75f4c90a516cb70eb22c4a6c049fff4443c0b96d,bnb_pancakeswap_3,7.7
0x8f45b99bf65cdbf9bc0c0b4846d6a324d2de5314,bnb_pancakeswap_3,7.7
0x172fcd41e0913e95784454622d1c3724f546f849,bnb_pancakeswap_3,7.7
0xe043558b77e2b4c262d7d6e579b005ceb7f4591c,bnb_pancakeswap_3,7.7
0xb12bdeb305b99e787512468fe75f41490c68c7a4,bnb_pancakeswap_3,7.7
0xbffec96e8f3b5058b1817c14e4380758fada01ef,bnb_pancakeswap_3,7.7
0xbe6494e2b4f5a1200afe9f915b52962544c83f65,bnb_pancakeswap_3,7.7
0x172fcd41e0913e95784454622d1c3724f546f849,bnb_pancakeswap_3,7.7
0x1cf02babbf1773d99861ea725caf067ae3218090,bnb_pancakeswap_3,7.7
0xb1864889f7e6a43ee46b77d4c815521b653ea6c0,bnb_pancakeswap_3,7.7
0xf2688fb5b81049dfb7703ada5e770543770612c4,bnb_pancakeswap_3,7.7
0x36696169c63e42cd08ce11f5deebbcebae652050,bnb_pancakeswap_3,7.7
0x8589e004032b8c6fdd113ee3eb02ebe59ae2a5be,bnb_pancakeswap_3,7.7
0x92fc7783bd73b39a90fd4d457926783752d4ae6b,bnb_pancakeswap_3,7.7
0xe7b52a706f6c010e93ee187f4806ed0ee9830776,bnb_pancakeswap_3,7.7
0x172fcd41e0913e95784454622d1c3724f546f849,bnb_pancakeswap_3,7.7
0x247f51881d1e3ae0f759afb801413a6c948ef442,bnb_pancakeswap_3,7.7
0x62fcb3c1794fb95bd8b1a97f6ad5d8a7e4943a1e,bnb_pancakeswap_3,7.7
0xb2e1f68f602de6da17c2956449a25660ac150333,bnb_pancakeswap_3,7.7
0x6b20f08b58bdc01a303e174ac2cabf4ccab17c00,bnb_pancakeswap_3,7.7
0x36696169c63e42cd08ce11f5deebbcebae652050,bnb_pancakeswap_3,7.7
0xf1be456cb8cd8eb787270093e7910ac43f9a812a,bnb_pancakeswap_3,7.7
0xf2688fb5b81049dfb7703ada5e770543770612c4,bnb_pancakeswap_3,7.7
0x62edaf2a56c9fb55be5f9b1399ac067f6a37013b,bnb_pancakeswap_3,7.7
0xb2af49dbf526054faf19602860a5e298a79f3d05,bnb_pancakeswap_3,7.7
0xa06261529e36f7f702e2c9764905e27f93237286,bnb_pancakeswap_3,7.7
0xa7afebdbaad7de2d99260266688fb8317a8d3d18,bnb_pancakeswap_3,7.7
0x7f51bbf34156ba802deb0e38b7671dc4fa32041d,bnb_pancakeswap_3,7.7
0x2e78bf2b280aa5fa41cfa673125bc2103d906c8b,bnb_pancakeswap_3,7.7
0x5fd12bbb709a59c9f3bf9c690bff75edc6c4dcfd,bnb_pancakeswap_3,7.7
0xd0e226f674bbf064f54ab47f42473ff80db98cba,bnb_pancakeswap_3,7.7
0x8411ceab230515c3e54fab40b295ca399afc5199,bnb_pancakeswap_3,7.7
0x7f51bbf34156ba802deb0e38b7671dc4fa32041d,bnb_pancakeswap_3,7.7
0xd0e226f674bbf064f54ab47f42473ff80db98cba,bnb_pancakeswap_3,7.7
0x56ca2f2e1cca2e57b3a4fc522ae8f69fb003ed87,bnb_pancakeswap_3,7.7
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,arbitrum_uniswap_3,4.9
0x42161084d0672e1d3f26a9b53e653be2084ff19c,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x641c00a822e8b671738d32a431a4fb6074e5c79d,arbitrum_uniswap_3,4.9
0x4f122edcd91af8cda38c3a87158afa8687bab57c,arbitrum_uniswap_3,4.9
0x641c00a822e8b671738d32a431a4fb6074e5c79d,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x3db70832f48f8c01ee041671f7bb1cfaa2677584,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x263f7b865de80355f91c00dfb975a821effbea24,arbitrum_uniswap_3,4.9
0x48b0ab72c2591849e678e7d6f272b75ef9b863f7,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0xeb35698c801ff1fb2ca5f79e496d95a38d3bdc35,arbitrum_uniswap_3,4.9
0x0e4831319a50228b9e450861297ab92dee15b44f,arbitrum_uniswap_3,4.9
0x7548bd60cb8f627a9b8ed94f8ca174348dbe6a05,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0x5969efdde3cf5c0d9a88ae51e47d721096a97203,arbitrum_uniswap_3,4.9
0xcda53b1f66614552f834ceef361a8d12a0b8dad8,arbitrum_uniswap_3,4.9
0xb08a8794a5d3ccca3725d92964696858d3201909,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0xe5cf22ee4988d54141b77050967e1052bd9c7f7a,arbitrum_uniswap_3,4.9
0x2f5e87c9312fa29aed5c179e456625d79015299c,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x0e4831319a50228b9e450861297ab92dee15b44f,arbitrum_uniswap_3,4.9
0x641c00a822e8b671738d32a431a4fb6074e5c79d,arbitrum_uniswap_3,4.9
0xc6f780497a95e246eb9449f5e4770916dcd6396a,arbitrum_uniswap_3,4.9
0x446bf9748b4ea044dd759d9b9311c70491df8f29,arbitrum_uniswap_3,4.9
0x6f38e884725a116c9c7fbf208e79fe8828a2595f,arbitrum_uniswap_3,4.9
0xc6f780497a95e246eb9449f5e4770916dcd6396a,arbitrum_uniswap_3,4.9
0x641c00a822e8b671738d32a431a4fb6074e5c79d,arbitrum_uniswap_3,4.9
0xc6962004f452be9203591991d15f6b388e09e8d0,arbitrum_uniswap_3,4.9
0x4f9dc2229f2357b27c22db56cb39582c854ad6d5,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x44d7dd237001aef7fc7d8cb13ab4452f65ce5e40,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x5ce2cde0092bd1deb681e0508b9e8061e947ca32,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,base_aerodrome_1,4.0
0xc01162ed99a018d02b8a12f4712b0b9b87a9852f,base_aerodrome_1,4.0
0xb4885bc63399bf5518b994c1d0c153334ee579d0,base_aerodrome_1,4.0
0x4f9dc2229f2357b27c22db56cb39582c854ad6d5,base_aerodrome_1,4.0
0xcaedc2561356b6a01a94e3c0438011459e91fbb9,base_aerodrome_1,4.0
0xde4fb30ccc2f1210fce2c8ad66410c586c8d1f9a,base_aerodrome_1,4.0
0x7810f8f3253ced11e8c56c6c8497f3134055d44c,base_aerodrome_1,4.0
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,base_aerodrome_1,4.0
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,base_aerodrome_1,4.0
0x74f22a01da78294f8df640c98a414fe209e33f60,base_aerodrome_1,4.0
0x2578365b3dfa7ffe60108e181efb79feddec2319,base_aerodrome_1,4.0
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,base_aerodrome_1,4.0
0x2578365b3dfa7ffe60108e181efb79feddec2319,base_aerodrome_1,4.0
0x2d25e0514f23c6367687de89bd5167dc754d4934,base_aerodrome_1,4.0
0xd9edc75a3a797ec92ca370f19051babebfb2edee,base_aerodrome_1,4.0
0x3d36cf85a0c275cf4894315a6c1d6c558d6d984c,base_aerodrome_1,4.0
0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,base_aerodrome_1,4.0
0x33a20ce534ae0f2fc00bc28e7133836b34415e7b,base_aerodrome_1,4.0
0x21594b992f68495dd28d605834b58889d0a727c7,base_aerodrome_1,4.0
0x2578365b3dfa7ffe60108e181efb79feddec2319,base_aerodrome_1,4.0
0x2223f9fe624f69da4d8256a7bcc9104fba7f8f75,base_aerodrome_1,4.0
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,base_aerodrome_1,4.0
0xbd1f3d188de7ee07b1b323c0d26d6720cafb8780,base_aerodrome_1,4.0
0x2578365b3dfa7ffe60108e181efb79feddec2319,base_aerodrome_1,4.0
0x4f9dc2229f2357b27c22db56cb39582c854ad6d5,base_aerodrome_1,4.0
0x3d36cf85a0c275cf4894315a6c1d6c558d6d984c,base_aerodrome_1,4.0
0x1dda8b6469df243971381f1f3f4137814ca68722,base_aerodrome_1,4.0
0x3d36cf85a0c275cf4894315a6c1d6c558d6d984c,base_aerodrome_1,4.0
0x4f9dc2229f2357b27c22db56cb39582c854ad6d5,base_aerodrome_1,4.0
0x2578365b3dfa7ffe60108e181efb79feddec2319,base_aerodrome_1,4.0
0x3d36cf85a0c275cf4894315a6c1d6c558d6d984c,base_aerodrome_1,4.0
0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9,polygon_uniswap_3,3.8
0x368a930b71326e3f640df36378d931dbe3d03746,polygon_uniswap_3,3.8
0xda908c0bf14ad0b61ea5ebe671ac59b2ce091cbf,polygon_uniswap_3,3.8
0x00a59c2d0f0f4837028d47a391decbffc1e10608,polygon_uniswap_3,3.8
0x45dda9cb7c25131df268515131f647d726f50608,polygon_uniswap_3,3.8
0x9bcef8ddd75817e66e01a5af313c776c74319394,polygon_uniswap_3,3.8
0x4d05f2a005e6f36633778416764e82d1d12e7fbb,polygon_uniswap_3,3.8
0x7b41801b47f8279c3a9fae6aa61e8ae141d90608,polygon_uniswap_3,3.8
0x3dc10d7bfb94eeb009203e84a653e5764f71771d,polygon_uniswap_3,3.8
0xbe33101d542bf6a558625c399d6d8e969dc93101,polygon_uniswap_3,3.8
0x06cf2b69a8aa2f9f27c5a0a231a8e06090f69ca5,polygon_uniswap_3,3.8
0x258a4b7373f6863db5a17de191e0cebb1e0bbc8a,polygon_uniswap_3,3.8
0x50eaedb835021e4a108b7290636d62e9765cc6d7,polygon_uniswap_3,3.8
0xd36ec33c8bed5a9f7b6630855f1533455b98a418,polygon_uniswap_3,3.8
0x16e7ca3eaaf7703b9724301e6fd3d4e2918fec59,polygon_uniswap_3,3.8
0x504e73e75e5e88500f632ffe130fc91fce1559da,polygon_uniswap_3,3.8
0x33016df701b323c33cc027146c6a9e0997b2a923,polygon_uniswap_3,3.8
0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9,polygon_uniswap_3,3.8
0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9,polygon_uniswap_3,3.8
0x2db87c4831b2fec2e35591221455834193b50d1b,polygon_uniswap_3,3.8
0xd36ec33c8bed5a9f7b6630855f1533455b98a418,polygon_uniswap_3,3.8
0xd36ec33c8bed5a9f7b6630855f1533455b98a418,polygon_uniswap_3,3.8
0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7,polygon_uniswap_3,3.8
0x9b08288c3be4f62bbf8d1c20ac9c5e6f9467d8b7,polygon_uniswap_3,3.8
0x25fb97799f80433e422f47e75173314e54dae174,polygon_uniswap_3,3.8
0x32fae204835e08b9374493d6b4628fd1f87dd045,polygon_uniswap_3,3.8
0x00a59c2d0f0f4837028d47a391decbffc1e10608,polygon_uniswap_3,3.8
0x7b41801b47f8279c3a9fae6aa61e8ae141d90608,polygon_uniswap_3,3.8
0x00a59c2d0f0f4837028d47a391decbffc1e10608,polygon_uniswap_3,3.8
0x86f1d8390222a3691c28938ec7404a1661e618e0,polygon_uniswap_3,3.8
0x50eaedb835021e4a108b7290636d62e9765cc6d7,polygon_uniswap_3,3.8
0xd36ec33c8bed5a9f7b6630855f1533455b98a418,polygon_uniswap_3,3.8
0xda792841adf22db0042189b8cfb032a3521f5f00,polygon_uniswap_3,3.8
0xa4d8c89f0c20efbe54cba9e7e7a7e509056228d9,polygon_uniswap_3,3.8
0x7f9121b4f4e040fd066e9dc5c250cf9b4338d5bc,polygon_uniswap_3,3.8
0x71c5ce9df27ea2cef83bef4f4c241eaf6ccfc621,polygon_uniswap_3,3.8
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xb94b22332abf5f89877a14cc88f2abc48c34b3df,base_pancakeswap_3,3.5
0x099a427e3afd8c25458e565cc476613d0316586a,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xf6c0a374a483101e04ef5f7ac9bd15d9142bac95,base_pancakeswap_3,3.5
0xf6c0a374a483101e04ef5f7ac9bd15d9142bac95,base_pancakeswap_3,3.5
0xf6c0a374a483101e04ef5f7ac9bd15d9142bac95,base_pancakeswap_3,3.5
0xb932d54085d2ee4659d0fa7f9f3abfeac6c749f9,base_pancakeswap_3,3.5
0x29a857629e58c531f351bb7fbd86aa46ef6af0b7,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0x4ddb19cb349195f373cb35c18b4b7400fdd134d6,base_pancakeswap_3,3.5
0x1e693a2ab02655ac42ae19ff6c8a25dd27ae0e10,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0x54d281c7cc029a9dd71f9acb7487dd95b1eecf5a,base_pancakeswap_3,3.5
0x29a857629e58c531f351bb7fbd86aa46ef6af0b7,base_pancakeswap_3,3.5
0xf4dfb8647c3ef75c5a71b7b0ee9240bdccce8697,base_pancakeswap_3,3.5
0xc17b9f1581d61b13327d046d75bf8251fab7747b,base_pancakeswap_3,3.5
0x2058808c3eb85be185a457487bdce4bc1cc23cb2,base_pancakeswap_3,3.5
0xc17b9f1581d61b13327d046d75bf8251fab7747b,base_pancakeswap_3,3.5
0x20cb8f872ae894f7c9e32e621c186e5afce82fd0,base_pancakeswap_3,3.5
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,base_pancakeswap_3,3.5
0x75cc10fdcea4b7d13c115abb08240ac9c9be6f2f,base_pancakeswap_3,3.5
0xb775272e537cc670c65dc852908ad47015244eaf,base_pancakeswap_3,3.5
0x20cb8f872ae894f7c9e32e621c186e5afce82fd0,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xf6c0a374a483101e04ef5f7ac9bd15d9142bac95,base_pancakeswap_3,3.5
0xc68efca6375b31cdc9b85de345e0f2e968d8a5fb,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,base_pancakeswap_3,3.5
0x9bfa331679b307cf358438f45f6413a205fd3ebf,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0xd5bdd66a87462a608edd28bdec91b88e16409f62,base_pancakeswap_3,3.5
0xf6c0a374a483101e04ef5f7ac9bd15d9142bac95,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0x72ab388e2e2f6facef59e3c3fa2c4e29011c2d38,base_pancakeswap_3,3.5
0x6d5f64fb9c634b3ce3ffd67035d9b70654fe1442,base_pancakeswap_3,3.5
0xc211e1f853a898bd1302385ccde55f33a8c4b3f3,base_pancakeswap_3,3.5
0x29a857629e58c531f351bb7fbd86aa46ef6af0b7,base_pancakeswap_3,3.5
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0xf0346b437fe43e64fa799c2bd3cf5db1f7e9327c,arbitrum_pancakeswap_3,3.0
0x5111b229aeb52022bcabf6f14e33cb274f29d536,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x0bacc7a9717e70ea0da5ac075889bd87d4c81197,arbitrum_pancakeswap_3,3.0
0x389938cf14be379217570d8e4619e51fbdafaa21,arbitrum_pancakeswap_3,3.0
0x4418572cffd1312f2f09dcec47ea39c950f14f4a,arbitrum_pancakeswap_3,3.0
0x389938cf14be379217570d8e4619e51fbdafaa21,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x389938cf14be379217570d8e4619e51fbdafaa21,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0xc01a173e88c7b896245a905ddc10375a5c887e9c,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x389938cf14be379217570d8e4619e51fbdafaa21,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0xeaf03f385c642b02b5c563640bba7c4fbf96c27d,arbitrum_pancakeswap_3,3.0
0x389938cf14be379217570d8e4619e51fbdafaa21,arbitrum_pancakeswap_3,3.0
0x7fcdc35463e3770c2fb992716cd070b63540b947,arbitrum_pancakeswap_3,3.0
0x61da8bc4204299757b0318e48ce02e95409de80c,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x8239adfba56359bc48fcc80f36cee788b7f1eeb4,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0xa1bdc426c981460f2029e9286938dc411e17e753,polygon_quickswap_2,2.6
0x6d9e8dbb2779853db00418d4dcf96f3987cfc9d2,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0xadbf1854e5883eb8aa7baf50705338739e558e5b,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x604229c960e5cacf2aaeac8be68ac07ba9df81c3,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0x882df4b0fb50a229c3b4124eb18c759911485bfb,polygon_quickswap_2,2.6
0xc200f21efe67c7f41b81a854c26f9cda80593065,base_aerodrome_slipstream,2.5
0x5d4e504eb4c526995e0cc7a6e327fda75d8b52b5,base_aerodrome_slipstream,2.5
0xb5f0b4ae66c14f7efaa9aa1468e8fc536a3e288c,base_aerodrome_slipstream,2.5
0x4d9199269d4f89a367965e90d07d6f4af7750ed0,base_aerodrome_slipstream,2.5
0x9785ef59e2b499fb741674ecf6faf912df7b3c1b,base_aerodrome_slipstream,2.5
0x4289a0666397f517c2a761652aaebaf6a4f7a693,base_aerodrome_slipstream,2.5
0x22a52bb644f855ebd5ca2edb643ff70222d70c31,base_aerodrome_slipstream,2.5
0x4d69971ccd4a636c403a3c1b00c85e99bb9b5606,base_aerodrome_slipstream,2.5
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base_aerodrome_slipstream,2.5
0xbe700f5c75dfcbef3cae37873aeeb1724daed3f6,base_aerodrome_slipstream,2.5
0x861a2922be165a5bd41b1e482b49216b465e1b5f,base_aerodrome_slipstream,2.5
0xff0df9b15c29542fa5d7efe169452507b4d648c2,base_aerodrome_slipstream,2.5
0x43b97febdadad12afde21baa96eb762bc26d13f3,base_aerodrome_slipstream,2.5
0x4d69971ccd4a636c403a3c1b00c85e99bb9b5606,base_aerodrome_slipstream,2.5
0x3ba9ce0f19cf3ccb631b973c83712c7e6e9585ae,base_aerodrome_slipstream,2.5
0xa88c07bd10813cf9b4111deab984c4026f2c83bf,base_aerodrome_slipstream,2.5
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base_aerodrome_slipstream,2.5
0xb099c658e784b41ee435d48a8eb67e8f27285c93,base_aerodrome_slipstream,2.5
0x3f0296bf652e19bca772ec3df08b32732f93014a,base_aerodrome_slipstream,2.5
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base_aerodrome_slipstream,2.5
0xc200f21efe67c7f41b81a854c26f9cda80593065,base_aerodrome_slipstream,2.5
0xbe00ff35af70e8415d0eb605a286d8a45466a4c1,base_aerodrome_slipstream,2.5
0xa441378a1cb4df371535296e539a1e0def6924e4,base_aerodrome_slipstream,2.5
0x3f0296bf652e19bca772ec3df08b32732f93014a,base_aerodrome_slipstream,2.5
0x3f0296bf652e19bca772ec3df08b32732f93014a,base_aerodrome_slipstream,2.5
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,base_aerodrome_slipstream,2.5
0x385b47e56b73eb6549378f78f7c7cbc42c56c9e0,base_aerodrome_slipstream,2.5
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,base_aerodrome_slipstream,2.5
0xa51c7a5a121ad3d73e2e9888bb016e07bdd5ba94,base_aerodrome_slipstream,2.5
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base_aerodrome_slipstream,2.5
0x3f0296bf652e19bca772ec3df08b32732f93014a,base_aerodrome_slipstream,2.5
0xb2cc224c1c9fee385f8ad6a55b4d94e92359dc59,base_aerodrome_slipstream,2.5
0xb07d7eece8866e549601af5c7622d8cdbedc914e,base_aerodrome_slipstream,2.5
0x4e829f8a5213c42535ab84aa40bd4adcce9cba02,base_aerodrome_slipstream,2.5
0xfd4f716cb3c493afddd40c67d3f42426aeb2d902,base_aerodrome_slipstream,2.5
0x70acdf2ad0bf2402c957154f944c19ef4e1cbae1,base_aerodrome_slipstream,2.5
0xd845f7d4f4deb9ff5bcf09d140ef13718f6f6c71,arbitrum_camelot_3,2.1
0xe0554a476a092703abdb3ef35c80e0d76d32939f,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xfad57d2039c21811c8f2b5d5b65308aa99d31559,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xefd69f1ff464ed673dab856c5b9bca4d2847a74f,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x9f178e86e42ddf2379cb3d2acf9ed67a1ed2550a,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x7c706586679af2ba6d1a9fc2da9c6af59883fdd3,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0x11b815efb8f581194ae79006d24e0d814b7697f6,ethereum_uniswap_3,2.1
0xb1026b8e7276e7ac75410f1fcbbe21796e8f7526,arbitrum_camelot_3,2.1
0xc3db44adc1fcdfd5671f555236eae49f4a8eea18,ethereum_uniswap_3,2.1
0x7cccba38e2d959fe135e79aebb57ccb27b128358,arbitrum_camelot_3,2.1
